sample	reference	assembly_coverageDepth	reads_total	reads_mapped	fraction_reads_mapped	coverage_rawDepth	base_count	count_circular_contigs	busco_single	busco_duplicates	genes_full	genes_partial	fraction_genes_recovered	run_name	version	timestamp	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genomic features	Complete BUSCO (%)	Partial BUSCO (%)	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Ec_Self_10_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.391426364966236	453367	453367	1	19.510589775574104	104733002	NA	98.6	0	5166	150	0.980992803100203	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:09.347117	418	150	87	65	49	34	5368008	5262379	5106481	4952873	4714876	4168904	220	301286	5311252	5277316	50.57	50.72	107173	107173	56227	56227	15	15	31	31	3	2	17834	3	0	0	3	15 + 14 part	125304	98.005	1.003	0	6.11	1.37	5166 + 150 part	98.65	0	301286	5184418	107173	107173	56227	56227	15	15	31	31
Ec_Self_10_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.403424725365756	457089	457088	0.9999978122422548	19.53423904889691	105594224	NA	98.6	0	5161	149	0.9798855877468168	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:13.136938	503	155	90	67	49	32	5405597	5274858	5120661	4960419	4675505	4040731	224	298531	5321988	5277316	50.58	50.72	100772	109728	51780	54123	15	14	32	31	2	2	46863	0	0	0	1	19 + 14 part	138619	97.913	1.003	0	5.84	2.34	5161 + 149 part	98.65	0	298531	5182290	100772	109728	51780	54123	15	14	32	31
Ec_Self_10_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.36297182456243	453213	453213	1	19.48495039731651	104698445	NA	98.6	0	5159	139	0.9803849000740192	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:25.450310	384	153	96	76	56	33	5373298	5286785	5155201	5019198	4704361	3881859	203	301016	5320984	5256950	50.51	50.75	92091	99276	47158	47674	17	16	36	35	3	3	251300	0	0	0	3	1 + 14 part	161816	97.884	1.003	0	10.63	0.82	5159 + 139 part	98.65	0	301016	5158914	92091	99276	44765	47158	17	16	36	35
Ec_Self_10_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.803965174808546	490720	490688	0.9999347896967721	19.925713864887996	113367090	NA	98.6	0	5634	259	0.9486477784932389	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:53.881077	776	248	109	86	63	34	5689487	5508392	5202658	5035174	4691034	3665672	331	267744	5565576	5802748	50.4	50.68	92058	91632	36003	32970	21	22	47	52	7	5	100352	2	0	0	4	1 + 12 part	67901	94.463	1.003	0	12.66	0.66	5634 + 259 part	98.65	0	267744	5496994	92058	91632	36003	32970	21	22	47	52
Ec_Self_10_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.722412207966965	476164	476163	0.9999978998832335	19.83887613086451	110008433	NA	98.6	0	5427	260	0.9502088554720134	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:20.572053	802	219	93	73	55	33	5545094	5349188	5072074	4931370	4665398	3884280	306	244460	5409746	5647195	50.4	50.67	104253	101083	46926	35753	17	18	37	42	3	3	25364	0	0	0	4	0 + 9 part	57305	94.525	1.003	0	14.93	1.07	5427 + 260 part	98.65	0	244460	5352165	104253	101083	46926	35753	17	18	37	42
Ec_Self_10_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.711467055129997	466733	466733	1	19.830016849698556	107825439	NA	98.6	0	5253	225	0.9444827586206896	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:53.907563	595	160	77	55	45	31	5437486	5283373	5089613	4932582	4770786	4268691	241	313944	5339531	5516497	50.27	50.53	142894	140348	64595	57243	13	14	27	29	2	2	17871	1	0	0	2	0 + 6 part	85984	95.09	1.002	0	6.5	0.25	5253 + 225 part	98.65	0	313944	5253515	142894	140348	64595	57243	13	14	27	29
Ec_Self_10_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.747218281568518	477366	477357	0.9999811465416473	19.862201694580996	110282988	NA	98.6	0	5446	268	0.9547201336675021	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:35.499903	756	212	99	73	53	31	5552405	5357337	5110986	4921433	4612235	3823672	323	290046	5433541	5647195	50.4	50.67	113381	104279	41116	35626	18	19	37	41	6	6	439968	1	0	0	3	1 + 10 part	67329	94.708	1.003	0	17.18	3.12	5446 + 268 part	98.65	0	244192	5365234	104279	101082	41116	35626	18	19	39	43
Ec_Self_20_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.539102806491446	447957	447954	0.9999933029286293	19.666069387053913	103486633	NA	98.6	0	5199	199	0.9608401566393734	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:18.051594	594	163	92	73	54	30	5262192	5107571	4939488	4814751	4523882	3697080	242	337783	5161263	5317846	50.44	50.63	97874	93147	39931	38000	15	16	35	38	1	1	68309	2	0	0	2	1 + 9 part	58685	95.831	1.001	0	5.75	0.33	5199 + 199 part	98.65	0	337783	5102297	97874	93147	39931	38000	15	16	35	38
Ec_Self_20_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.39355919515675	453325	453325	1	19.516788971129237	104724045	NA	98.6	0	5146	171	0.981177338992434	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:47.588386	422	160	93	72	50	33	5365844	5262536	5103062	4957131	4606554	3997169	228	301286	5309489	5277316	50.57	50.72	103279	103279	54123	54123	16	16	33	33	5	5	420259	2	0	0	3	14 + 14 part	125024	97.921	1.003	0	8.86	1.53	5146 + 171 part	98.65	0	301286	5184013	103279	103279	54123	54123	16	16	33	33
Ec_Self_20_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.4075908571763	456984	456984	1	19.538092825948432	105568399	NA	98.6	0	5154	158	0.9802546595312789	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:10.244691	508	163	92	71	51	30	5403209	5271853	5103850	4961885	4645175	3878130	235	298531	5321364	5277316	50.58	50.72	114767	114767	46877	48200	14	14	33	32	1	1	1146	0	0	0	1	22 + 14 part	138944	97.985	1.002	0	3.67	2.07	5154 + 158 part	98.65	0	298531	5182407	114767	114767	46877	48200	14	14	33	32
Ec_Self_20_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.383186615583842	453274	453274	1	19.49857223379725	104712734	NA	98.6	0	5155	139	0.9796447076239823	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:26.476187	376	157	103	79	58	34	5370277	5290546	5174630	5005315	4671880	3841765	203	301016	5321970	5256950	50.51	50.75	91468	91468	44765	47468	17	17	38	37	3	3	258516	0	0	0	4	0 + 14 part	161463	97.849	1.003	0	12.69	0.93	5155 + 139 part	98.65	0	301016	5160254	91022	91468	43859	44765	18	17	38	37
Ec_Self_20_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.790712449603785	490712	490674	0.9999225615024698	19.914222918845198	113368903	NA	98.6	0	5611	276	0.9476819059884095	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:22.856662	817	260	122	91	68	36	5692861	5504403	5207222	4987922	4632404	3522375	343	194381	5561633	5802748	50.4	50.68	67376	61291	32890	29842	24	26	53	58	4	2	7027	2	0	0	4	1 + 12 part	67707	94.429	1.003	0	10.58	0.6	5611 + 276 part	98.65	0	194381	5492869	67376	61291	32890	29842	24	26	53	58
Ec_Self_20_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.742226590179154	475999	475999	1	19.85911043024002	109966865	NA	98.6	0	5416	263	0.9488721804511279	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:27.617599	761	229	102	78	57	30	5537351	5356419	5078125	4912189	4612177	3631712	311	235453	5412735	5647195	50.4	50.67	114881	104253	38811	34738	17	18	40	45	4	4	45850	1	0	0	5	1 + 11 part	56641	94.543	1.003	0	14.01	0.73	5416 + 263 part	98.65	0	233957	5354129	114881	92167	38811	34738	17	19	40	45
Ec_Self_20_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.725802016126952	466743	466743	1	19.83665951893352	107827241	NA	98	0	5253	229	0.9451724137931035	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:02.951909	582	168	82	61	48	36	5435756	5289447	5091455	4941307	4722866	4318515	244	313944	5341604	5516497	50.28	50.53	109447	108163	70500	59155	16	17	31	33	5	5	273492	0	0	0	2	0 + 6 part	85984	95.113	1.002	0	7.07	0.36	5253 + 229 part	97.97	0	313944	5255614	108163	99171	64722	58407	16	17	32	34
Ec_Self_20_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.75522117097429	477449	477449	1	19.863465279619845	110303670	NA	98.6	0	5434	266	0.9523809523809523	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:19.301802	767	238	105	80	59	35	5553093	5375079	5086927	4905782	4588535	3758935	326	233768	5434628	5647195	50.4	50.67	92383	91632	35626	33184	20	21	43	47	4	4	33181	0	0	0	4	1 + 10 part	67217	94.774	1.003	0	17.71	3.51	5434 + 266 part	98.65	0	233768	5366430	92383	91632	35626	33184	20	21	43	47
Ec_Self_30_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.56256671458629	448183	448180	0.9999933063056832	19.684126327188125	103540217	NA	98	0	5174	220	0.9601281594873621	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:10.656573	614	184	107	87	63	30	5260087	5107340	4924399	4798338	4423339	3230404	261	291007	5161035	5317846	50.44	50.63	74047	71649	37873	36559	20	21	46	49	1	1	44368	1	0	0	1	1 + 8 part	58992	95.827	1.001	0	8.97	0.53	5174 + 220 part	97.97	0.68	291007	5101870	74047	71649	37220	36559	20	21	46	49
Ec_Self_30_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.40382469967897	453393	453393	1	19.526949641130084	104738301	NA	98.6	0	5146	176	0.9821000184535892	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:58.244403	424	171	105	83	57	41	5363782	5263152	5104168	4956384	4543626	3939420	238	294191	5308579	5277316	50.57	50.72	86037	86037	49981	49981	22	22	42	42	5	5	448934	1	0	0	2	14 + 14 part	124117	97.982	1.003	0	6.38	1.12	5146 + 176 part	98.65	0	286884	5184304	77090	84883	49981	49981	23	22	43	43
Ec_Self_30_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.437706710950465	456944	456943	0.9999978115480234	19.563429140974506	105559901	NA	98	0	5150	158	0.9795165159623547	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:20.953812	477	168	97	78	62	38	5395777	5276258	5104326	4972515	4726447	3864895	234	219730	5322925	5277316	50.58	50.72	88048	88048	44765	48202	20	20	41	40	4	4	39347	0	0	0	1	19 + 14 part	139268	97.966	1.003	0	4.82	2.17	5150 + 158 part	97.97	0	219730	5183408	88048	88048	44765	48202	20	20	41	40
Ec_Self_30_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.385507366865443	453275	453274	0.9999977938337654	19.502145806044762	104713086	NA	98	0	5149	149	0.9803849000740192	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:30.008054	387	166	110	87	55	35	5369311	5285387	5151178	4990543	4479571	3762911	216	269898	5320846	5256950	50.51	50.75	91465	91465	43859	47468	20	20	40	39	2	2	82485	0	0	0	4	1 + 14 part	161573	97.854	1.003	0	11.47	0.82	5149 + 149 part	97.97	0	269898	5159033	91465	91465	38473	38482	20	20	41	40
Ec_Self_30_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.7676403262931	490641	490605	0.9999266265966358	19.88047704506517	113347188	NA	98.6	0	5603	295	0.9494526722472634	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:16.398439	844	269	115	92	64	36	5701432	5507681	5183775	5017858	4588332	3616277	359	267744	5567543	5802748	50.4	50.68	71762	61167	32890	29984	22	24	50	56	5	3	75322	2	0	0	4	0 + 12 part	67651	94.495	1.003	0	12.31	0.75	5603 + 295 part	98.65	0	267744	5497777	69838	61161	32624	29984	22	24	51	56
Ec_Self_30_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.747972000629932	476073	476071	0.9999957989636044	19.861493676349358	109983915	NA	98	0	5422	259	0.9492063492063492	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:37.401943	781	245	104	83	58	33	5537545	5357591	5062595	4913758	4516588	3640963	328	244238	5413358	5647195	50.4	50.67	92599	80325	36112	32965	19	20	43	49	2	2	7518	0	0	0	6	1 + 10 part	56540	94.555	1.003	0	11.97	0.71	5422 + 259 part	97.97	0.68	244238	5356142	92599	80325	36112	32965	19	20	43	49
Ec_Self_30_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.717207399781266	466621	466604	0.9999635678634267	19.833902045376266	107799003	NA	98.6	0	5242	237	0.9446551724137932	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:46.817341	599	171	85	64	49	34	5435088	5279476	5075325	4928090	4663652	4146874	256	269685	5338517	5516497	50.27	50.53	113081	99532	60267	52086	16	17	32	34	4	4	415197	1	0	0	2	0 + 6 part	85984	95.051	1.002	0	9.1	0.27	5242 + 237 part	98.65	0	269685	5252182	99532	99096	58333	47601	16	17	33	35
Ec_Self_30_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.7369377033163	477016	477007	0.9999811327083368	19.849271638357553	110202779	NA	98.6	0	5413	284	0.9518796992481203	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:50.373484	785	239	114	88	61	36	5551981	5363233	5080675	4890391	4471810	3599945	339	234383	5430274	5647195	50.4	50.67	74442	73147	35563	31124	22	24	48	53	6	6	154916	1	0	0	5	1 + 11 part	68193	94.662	1.003	0	16.76	3.03	5413 + 284 part	98.65	0	234383	5361572	73147	72979	35563	31124	23	24	49	54
Ec_Self_40_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.54940352741513	448235	448231	0.99999107610963	19.6789800746843	103553745	NA	98	0	5184	222	0.9622641509433962	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:48.413058	621	185	107	88	64	33	5262150	5103364	4925592	4805123	4428468	3335005	277	291426	5164923	5317846	50.45	50.63	69551	68468	37220	35535	22	23	47	50	3	3	103676	2	0	0	1	1 + 8 part	58991	95.843	1.002	0	8.4	0.94	5184 + 222 part	97.97	0.68	291426	5105739	69551	68468	37220	35535	22	23	47	50
Ec_Self_40_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.393716679892908	453272	453272	1	19.51528238682554	104712253	NA	98	0	5135	169	0.9787783723934306	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:42.376813	433	178	104	82	53	34	5365654	5269250	5079190	4924195	4463130	3749720	231	301286	5306392	5277316	50.57	50.72	84883	87053	44765	44765	18	17	39	39	2	2	224392	0	0	0	2	15 + 14 part	124374	97.964	1.002	0	6.56	1.24	5135 + 169 part	97.97	0.68	301286	5181024	84883	87053	44765	44765	18	17	39	39
Ec_Self_40_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.428964236163296	457133	457131	0.9999956249056621	19.556772677987258	105604519	NA	98	0	5148	161	0.9797010518545857	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:02.999513	494	176	102	79	57	34	5399895	5275882	5098179	4945850	4594586	3713061	249	298531	5327675	5277316	50.58	50.72	91863	92091	45100	45100	20	19	40	40	2	2	2892	0	0	0	3	23 + 14 part	139998	98.007	1.003	0	6.11	2.2	5148 + 161 part	97.97	0	298531	5187316	91863	92091	45100	45100	20	19	40	40
Ec_Self_40_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.38916726046871	453174	453158	0.9999646934731472	19.504836875394517	104688467	NA	98	0	5131	162	0.979459659511473	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:52.144828	405	180	123	93	63	35	5367308	5282124	5160301	4946977	4470204	3498431	232	258172	5318850	5256950	50.52	50.75	76101	76101	37417	38240	22	22	47	46	4	4	166400	1	0	0	4	2 + 14 part	161997	97.785	1.003	0	12.59	0.93	5131 + 162 part	97.97	0	258172	5156608	76101	76101	35174	35370	22	22	48	47
Ec_Self_40_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.774706909664367	490620	490589	0.999936814642697	19.886243840169325	113348249	NA	96.6	0	5599	304	0.9502575660012879	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:51:02.388880	861	295	140	106	65	38	5699832	5509249	5173931	4920739	4259547	3288858	375	168654	5565096	5802748	50.4	50.68	59600	57796	27957	23864	29	31	62	69	3	1	1936	1	0	0	4	1 + 12 part	67904	94.461	1.003	0	11.84	0.57	5599 + 304 part	96.62	0.68	168654	5496551	59600	57796	27957	23864	29	31	62	69
Ec_Self_40_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.740480537416293	475828	475828	1	19.862995224108424	109931032	NA	98.6	0	5403	290	0.9512113617376775	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:10.325324	787	244	109	84	64	32	5534464	5345639	5064809	4883325	4579639	3424138	339	229006	5410766	5647195	50.4	50.67	76984	73147	37641	33146	21	23	47	52	10	7	221921	1	0	0	4	1 + 11 part	57215	94.501	1.003	0	12.35	0.81	5403 + 290 part	98.65	0	229006	5353501	76984	73147	37623	33045	21	23	48	53
Ec_Self_40_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.720341498712276	466806	466806	1	19.828918848749	107840289	NA	98.6	0	5242	240	0.9451724137931035	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:04.035106	619	182	103	79	62	33	5438536	5281927	5093877	4922366	4627903	3603926	261	242913	5339324	5516497	50.27	50.53	80210	77700	40773	34498	20	21	42	46	3	3	41741	0	0	0	2	0 + 6 part	85979	95.015	1.002	0	10.84	0.74	5242 + 240 part	98.65	0	242913	5253336	80210	77700	40773	34498	20	21	42	46
Ec_Self_40_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.75159884962659	477152	477152	1	19.858652109025215	110229738	NA	98.6	0	5403	286	0.9505430242272348	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:48:35.858406	785	249	118	89	61	35	5550716	5363559	5082163	4868329	4437483	3504070	349	203936	5433393	5647195	50.4	50.67	78431	73319	34987	30783	23	24	49	54	7	7	391580	1	0	0	3	2 + 10 part	67484	94.646	1.004	0	19.1	3.59	5403 + 286 part	98.65	0	203936	5364224	67773	66601	33124	28149	24	25	52	57
Ec_Self_50_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	19.557382971985078	447769	447761	0.9999821336448035	19.673634069473824	103444145	NA	98.6	0	5160	219	0.9574581701673194	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:48:44.004302	627	192	109	91	65	30	5258009	5102702	4913169	4794096	4397909	3123510	274	291426	5160832	5317846	50.45	50.63	74388	67566	37078	35535	22	23	48	51	1	1	1362	2	0	0	1	2 + 8 part	58999	95.719	1.002	0	10.49	0.55	5160 + 219 part	98.65	0	291426	5100963	74388	67566	37078	35535	22	23	48	51
Ec_Self_50_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.415499572185645	453394	453394	1	19.536693055145715	104739689	NA	98.6	0	5130	169	0.9778556929322754	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:51.900232	423	183	110	88	57	36	5361178	5269842	5101328	4949451	4480044	3727201	239	301286	5307478	5277316	50.57	50.72	77052	77052	41708	43859	20	20	42	41	5	5	274099	3	0	0	3	13 + 13 part	124883	97.894	1.003	0	11.25	1.8	5130 + 169 part	98.65	0	301286	5182333	76731	76731	39038	41708	20	20	43	42
Ec_Self_50_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	19.430221427713462	457081	457080	0.9999978122039639	19.557420077306034	105591704	NA	98	0	5123	188	0.9800701236390478	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:48:39.084736	520	198	121	91	68	34	5399061	5276734	5091166	4879447	4483870	3280779	266	287290	5323389	5277316	50.59	50.72	73187	73765	34273	35287	25	24	52	51	2	2	1955	0	0	0	2	21 + 14 part	139026	97.972	1.003	0	4.91	2.2	5123 + 188 part	97.97	0	287290	5184099	73187	73757	32557	34273	25	24	52	51
Ec_Self_50_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	19.37337831173319	453050	453034	0.999964683809734	19.491959073312763	104660242	NA	98.6	0	5130	165	0.9798297557364914	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:57.611335	398	177	115	89	64	37	5369406	5281966	5128389	4942745	4551850	3572532	235	239629	5323059	5256950	50.52	50.75	75997	75997	40990	43296	22	22	47	45	3	3	38394	0	0	0	5	2 + 14 part	161842	97.896	1.003	0	11.04	0.7	5130 + 165 part	98.65	0	239629	5160844	75997	75997	38464	40990	22	22	47	46
Ec_Self_50_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	19.78824354878902	490818	490789	0.9999409149623689	19.902977100067368	113391679	NA	98	0	5590	301	0.9483258209916291	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:53.817426	851	282	139	100	69	31	5697222	5503449	5201553	4925129	4434326	3104151	381	267744	5569874	5802748	50.4	50.68	55263	54099	28397	25803	25	28	60	66	6	4	147435	1	0	0	5	0 + 14 part	67592	94.487	1.004	0	15.07	0.82	5590 + 301 part	97.97	0	267744	5501158	55263	54099	28397	25803	25	28	60	66
Ec_Self_50_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.745735570336414	476069	476069	1	19.851478950953606	109984062	NA	97.3	0	5410	281	0.9508771929824561	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:07.404814	804	241	109	87	61	35	5540346	5342929	5054588	4891714	4506478	3599995	341	244313	5412025	5647195	50.39	50.67	82706	77438	35563	31573	21	22	46	51	7	6	79662	3	0	0	4	1 + 12 part	57438	94.469	1.004	0	16.76	1.03	5410 + 281 part	97.3	0.68	244313	5354199	82706	77438	35563	31253	21	22	46	52
Ec_Self_50_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	19.73820037878061	466558	466535	0.9999507028065107	19.855685822697456	107781567	NA	98.6	0	5249	237	0.9458620689655173	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:11.380644	581	183	96	69	51	34	5428247	5284566	5088867	4890337	4598347	4023152	257	267829	5335873	5516497	50.27	50.53	96635	92365	50767	43691	17	18	34	37	7	7	222971	2	0	0	2	0 + 6 part	85972	94.967	1.002	0	9.58	0.53	5249 + 237 part	98.65	0	267829	5248309	96635	92365	49353	43091	17	18	35	38
Ec_Self_50_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	19.74197740972069	476972	476970	0.9999958068817457	19.841197209727778	110189676	NA	98.6	0	5417	290	0.9535505430242273	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:05.267561	806	254	123	93	61	33	5553580	5366732	5094093	4874364	4341456	3389053	351	298285	5432484	5647195	50.4	50.67	73956	73732	28694	26393	23	24	52	57	7	6	442799	0	0	0	3	2 + 10 part	67591	94.677	1.003	0	18.89	3.18	5417 + 290 part	98.65	0	234477	5363835	72979	71128	28694	26393	24	26	54	59
