strain	depth_x	Number.of.scaffolds	Total.scaffold.length	Average.scaffold.length	Scaffold.N50	Scaffold.auN	Scaffold.L50	Largest.scaffold	Smallest.scaffold	Number.of.contigs	Total.contig.length	Average.contig.length	Contig.N50	Contig.auN	Contig.L50	Largest.contig	Smallest.contig	Number.of.gaps.in.scaffolds	Total.gap.length.in.scaffolds	Average.gap.length.in.scaffolds	Gap.N50.in.scaffolds	Gap.auN.in.scaffolds	Gap.L50.in.scaffolds	Largest.gap.in.scaffolds	Smallest.gap.in.scaffolds	Base.composition..A.C.G.T.	GC.content..	Number.of.soft.masked.bases	Number.of.segments	Total.segment.length	Average.segment.length	Number.of.gaps	Number.of.paths	Number.of.edges	Average.degree	Number.of.connected.components	Largest.connected.component.length	Number.of.dead.ends	Number.of.disconnected.components	Total.length.disconnected.components	Number.of.separated.components	Number.of.bubbles	Number.of.circular.segments	Number.of.circular.paths	depth	depth_category
24-SA02425-1	50x	6	4920102	820017	4708530	4511285.68	1	4708530	3282	6	4920102	820017	4708530	4511285.68	1	4708530	3282	0	0	0	0	0	0	0	0	1177968:1282060:1281398:1178676	52.1	0	6	4920102	820017	0	6	6	1	5	4708530	2	1	4571	6	0	5	5	50	>30
24-SA02425-1	60x	9	4925810	547312.22	4708532	4506060.2	1	4708532	1174	9	4925810	547312.22	4708532	4506060.2	1	4708532	1174	0	0	0	0	0	0	0	0	1176702:1284846:1281033:1183229	52.09	0	9	4925810	547312.22	0	9	9	1	7	4708532	4	2	5410	9	0	7	7	60	>30
24-SA02425-1	70x	8	4969595	621199.38	4708532	4467278.03	1	4708532	1283	8	4969595	621199.38	4708532	4467278.03	1	4708532	1283	0	0	0	0	0	0	0	0	1191869:1293208:1291133:1193385	52	0	8	4969595	621199.38	0	8	8	1	6	4708532	4	2	2799	8	0	6	6	70	>30
24-SA02425-1	80x	7	4923827	703403.86	4708531	4507879.35	1	4708531	2096	7	4923827	703403.86	4708531	4507879.35	1	4708531	2096	0	0	0	0	0	0	0	0	1178940:1282161:1283164:1179562	52.1	0	7	4923827	703403.86	0	7	9	1.29	7	4708531	0	0	0	7	0	7	7	80	>30
24-SA02425-1	90x	8	4952539	619067.38	4708532	4482447.5	1	4708532	885	8	4952539	619067.38	4708532	4482447.5	1	4708532	885	0	0	0	0	0	0	0	0	1188435:1287890:1288812:1187402	52.03	0	8	4952539	619067.38	0	8	8	1	6	4708532	4	2	2794	8	0	6	6	90	>30
24-SA02460-0	100x	2	4914450	2457225	4839878	4767569.12	1	4839878	74572	2	4914450	2457225	4839878	4767569.12	1	4839878	74572	0	0	0	0	0	0	0	0	1174483:1279676:1282077:1178214	52.13	0	2	4914450	2457225	0	2	3	1.5	2	4839878	0	0	0	2	0	2	2	100	>30
24-SA02460-0	10x	5	4967392	993478.4	4837926	4712897.69	1	4837926	10513	5	4967392	993478.4	4837926	4712897.69	1	4837926	10513	0	0	0	0	0	0	0	0	1192141:1292961:1295560:1186730	52.11	0	5	4967392	993478.4	0	5	3	0.6	2	51811	6	3	4871208	5	0	2	2	10	10
24-SA02460-0	20x	2	4914454	2457227	4839881	4767571.17	1	4839881	74573	2	4914454	2457227	4839881	4767571.17	1	4839881	74573	0	0	0	0	0	0	0	0	1174486:1279676:1282077:1178215	52.13	0	2	4914454	2457227	0	2	3	1.5	2	4839881	0	0	0	2	0	2	2	20	20
24-SA02460-0	30x	4	4926099	1231524.75	4839882	4756294.39	1	4839882	4571	4	4926099	1231524.75	4839882	4756294.39	1	4839882	4571	0	0	0	0	0	0	0	0	1178538:1281650:1284595:1181316	52.09	0	4	4926099	1231524.75	0	4	4	1	2	4839882	4	2	12490	4	0	2	2	30	30
24-SA02460-0	40x	2	4914449	2457224.5	4839877	4767568.12	1	4839877	74572	2	4914449	2457224.5	4839877	4767568.12	1	4839877	74572	0	0	0	0	0	0	0	0	1173784:1281489:1280263:1178913	52.13	0	2	4914449	2457224.5	0	2	3	1.5	2	4839877	0	0	0	2	0	2	2	40	>30
24-SA02460-0	50x	4	4918267	1229566.75	4839878	4763828.51	1	4839878	1686	4	4918267	1229566.75	4839878	4763828.51	1	4839878	1686	0	0	0	0	0	0	0	0	1179793:1281377:1282495:1174602	52.13	0	4	4918267	1229566.75	0	4	4	1	2	4839878	4	2	5274	4	0	2	2	50	>30
24-SA02460-0	60x	2	4913468	2456734	4839878	4768492.34	1	4839878	73590	2	4913468	2456734	4839878	4768492.34	1	4839878	73590	0	0	0	0	0	0	0	0	1174288:1279411:1281717:1178052	52.12	0	2	4913468	2456734	0	2	3	1.5	2	4839878	0	0	0	2	0	2	2	60	>30
24-SA02460-0	70x	2	4914451	2457225.5	4839879	4767570.11	1	4839879	74572	2	4914451	2457225.5	4839879	4767570.11	1	4839879	74572	0	0	0	0	0	0	0	0	1178214:1282077:1279677:1174483	52.13	0	2	4914451	2457225.5	0	2	3	1.5	2	4839879	0	0	0	2	0	2	2	70	>30
24-SA02460-0	80x	2	4914450	2457225	4839878	4767569.12	1	4839878	74572	2	4914450	2457225	4839878	4767569.12	1	4839878	74572	0	0	0	0	0	0	0	0	1173784:1281489:1280264:1178913	52.13	0	2	4914450	2457225	0	2	3	1.5	2	4839878	0	0	0	2	0	2	2	80	>30
24-SA02460-0	90x	2	4914452	2457226	4839879	4767569.17	1	4839879	74573	2	4914452	2457226	4839879	4767569.17	1	4839879	74573	0	0	0	0	0	0	0	0	1174485:1279676:1282077:1178214	52.13	0	2	4914452	2457226	0	2	3	1.5	2	4839879	0	0	0	2	0	2	2	90	>30
24-SA02461-0	100x	8	5064145	633018.13	4953869	4847725.67	1	4953869	708	8	5064145	633018.13	4953869	4847725.67	1	4953869	708	0	0	0	0	0	0	0	0	1213131:1315631:1321582:1213801	52.08	0	8	5064145	633018.13	0	8	7	0.88	4	4953869	8	4	7817	8	0	4	4	100	>30
24-SA02461-0	10x	9	5055565	561729.44	1448052	1305540.55	2	1576286	7181	9	5055565	561729.44	1448052	1305540.55	2	1576286	7181	0	0	0	0	0	0	0	0	1208441:1292798:1340775:1213551	52.09	0	9	5055565	561729.44	0	9	5	0.56	4	1905887	9	3	3031519	7	0	3	3	10	10
24-SA02461-0	150x	4	5079776	1269944	4953867	4832907.19	1	4953867	11304	4	5079776	1269944	4953867	4832907.19	1	4953867	11304	0	0	0	0	0	0	0	0	1217670:1319003:1325413:1217690	52.06	0	4	5079776	1269944	0	4	5	1.25	4	4953867	0	0	0	4	0	4	4	150	>30
24-SA02461-0	20x	4	5068811	1267202.75	4944743	4825523.66	1	4944743	13860	4	5068811	1267202.75	4944743	4825523.66	1	4944743	13860	0	0	0	0	0	0	0	0	1214960:1322764:1317114:1213973	52.08	0	4	5068811	1267202.75	0	4	6	1.5	4	4944743	0	0	0	4	0	4	4	20	20
24-SA02461-0	30x	4	5065619	1266404.75	4953876	4846351.9	1	4953876	7132	4	5065619	1266404.75	4953876	4846351.9	1	4953876	7132	0	0	0	0	0	0	0	0	1213951:1322350:1315565:1213753	52.07	0	4	5065619	1266404.75	0	4	5	1.25	4	4953876	0	0	0	4	0	4	4	30	30
24-SA02461-0	40x	6	5050002	841667	4944725	4843376.46	1	4944725	608	6	5050002	841667	4944725	4843376.46	1	4944725	608	0	0	0	0	0	0	0	0	1209906:1318386:1312576:1209134	52.1	0	6	5050002	841667	0	6	7	1.17	4	4944725	4	2	4036	6	0	4	4	40	>30
24-SA02461-0	50x	5	5073938	1014787.6	4953871	4838419.16	1	4953871	3525	5	5073938	1014787.6	4953871	4838419.16	1	4953871	3525	0	0	0	0	0	0	0	0	1216405:1323732:1317363:1216438	52.05	0	5	5073938	1014787.6	0	5	7	1.4	5	4953871	0	0	0	5	0	5	5	50	>30
24-SA02461-0	60x	4	5065614	1266403.5	4953870	4846344.99	1	4953870	7132	4	5065614	1266403.5	4953870	4846344.99	1	4953870	7132	0	0	0	0	0	0	0	0	1213176:1318031:1319886:1214521	52.07	0	4	5065614	1266403.5	0	4	5	1.25	4	4953870	0	0	0	4	0	4	4	60	>30
24-SA02461-0	70x	4	5078390	1269597.5	4953870	4834214.2	1	4953870	14264	4	5078390	1269597.5	4953870	4834214.2	1	4953870	14264	0	0	0	0	0	0	0	0	1216423:1320906:1322980:1218081	52.06	0	4	5078390	1269597.5	0	4	5	1.25	4	4953870	0	0	0	4	0	4	4	70	>30
24-SA02461-0	80x	6	5081413	846902.17	4953496	4830586.66	1	4953496	2985	6	5081413	846902.17	4953496	4830586.66	1	4953496	2985	0	0	0	0	0	0	0	0	1218276:1325832:1319398:1217907	52.06	0	6	5081413	846902.17	0	6	5	0.83	4	4953496	4	2	9041	6	0	4	4	80	>30
24-SA02461-0	90x	4	5079451	1269862.75	4953468	4832438.85	1	4953468	11291	4	5079451	1269862.75	4953468	4832438.85	1	4953468	11291	0	0	0	0	0	0	0	0	1217105:1320514:1323332:1218500	52.05	0	4	5079451	1269862.75	0	4	5	1.25	4	4953468	0	0	0	4	0	4	4	90	>30
24-SA02462-0	100x	3	5069011	1689670.33	4918406	4774648.87	1	4918406	56740	3	5069011	1689670.33	4918406	4774648.87	1	4918406	56740	0	0	0	0	0	0	0	0	1213814:1318006:1320048:1217143	52.04	0	3	5069011	1689670.33	0	3	4	1.33	3	4918406	0	0	0	3	0	3	3	100	>30
24-SA02462-0	10x	5	5070339	1014067.8	4130581	3445028.55	1	4130581	57327	5	5070339	1014067.8	4130581	3445028.55	1	4130581	57327	0	0	0	0	0	0	0	0	1214106:1318413:1320425:1217395	52.04	0	5	5070339	1014067.8	0	5	2	0.4	2	93869	6	3	4919143	5	0	2	2	10	10
24-SA02462-0	150x	3	5069011	1689670.33	4918406	4774648.86	1	4918406	56741	3	5069011	1689670.33	4918406	4774648.86	1	4918406	56741	0	0	0	0	0	0	0	0	1214842:1321150:1316903:1216116	52.04	0	3	5069011	1689670.33	0	3	4	1.33	3	4918406	0	0	0	3	0	3	3	150	>30
24-SA02462-0	200x	7	5081080	725868.57	4918404	4763275.87	1	4918404	1320	7	5081080	725868.57	4918404	4763275.87	1	4918404	1320	0	0	0	0	0	0	0	0	1217948:1322382:1322915:1217835	52.06	0	7	5081080	725868.57	0	7	5	0.71	3	4918404	8	4	13103	7	0	3	3	200	>30
24-SA02462-0	20x	3	5068469	1689489.67	4918414	4775162.72	1	4918414	56190	3	5068469	1689489.67	4918414	4775162.72	1	4918414	56190	0	0	0	0	0	0	0	0	1215279:1319247:1318540:1215403	52.04	0	3	5068469	1689489.67	0	3	4	1.33	3	4918414	0	0	0	3	0	3	3	20	20
24-SA02462-0	30x	5	5072679	1014535.8	4917416	4769278.03	1	4917416	1857	5	5072679	1014535.8	4917416	4769278.03	1	4917416	1857	0	0	0	0	0	0	0	0	1215834:1316475:1322135:1218235	52.02	0	5	5072679	1014535.8	0	5	4	0.8	3	4917416	4	2	4705	5	0	3	3	30	30
24-SA02462-0	40x	3	5069030	1689676.67	4918409	4774637.15	1	4918409	56756	3	5069030	1689676.67	4918409	4774637.15	1	4918409	56756	0	0	0	0	0	0	0	0	1214847:1321157:1316911:1216115	52.04	0	3	5069030	1689676.67	0	3	4	1.33	3	4918409	0	0	0	3	0	3	3	40	>30
24-SA02462-0	50x	3	5069533	1689844.33	4918407	4774170.89	1	4918407	57261	3	5069533	1689844.33	4918407	4774170.89	1	4918407	57261	0	0	0	0	0	0	0	0	1214514:1316364:1321942:1216713	52.04	0	3	5069533	1689844.33	0	3	4	1.33	3	4918407	0	0	0	3	0	3	3	50	>30
24-SA02462-0	60x	3	5069506	1689835.33	4918404	4774189.95	1	4918404	57237	3	5069506	1689835.33	4918404	4774189.95	1	4918404	57237	0	0	0	0	0	0	0	0	1214508:1316354:1321933:1216711	52.04	0	3	5069506	1689835.33	0	3	4	1.33	3	4918404	0	0	0	3	0	3	3	60	>30
24-SA02462-0	70x	3	5069160	1689720	4918406	4774511.87	1	4918406	56889	3	5069160	1689720	4918406	4774511.87	1	4918406	56889	0	0	0	0	0	0	0	0	1215459:1319413:1318712:1215576	52.04	0	3	5069160	1689720	0	3	4	1.33	3	4918406	0	0	0	3	0	3	3	70	>30
24-SA02462-0	80x	3	5125707	1708569	4918406	4723718.3	1	4918406	93865	3	5125707	1708569	4918406	4723718.3	1	4918406	93865	0	0	0	0	0	0	0	0	1230331:1332788:1329217:1233371	51.93	0	3	5125707	1708569	0	3	4	1.33	3	4918406	0	0	0	3	0	3	3	80	>30
24-SA02462-0	90x	7	5106107	729443.86	4918406	4740084.43	1	4918406	550	7	5106107	729443.86	4918406	4740084.43	1	4918406	550	0	0	0	0	0	0	0	0	1224611:1326281:1327783:1227432	51.98	0	7	5106107	729443.86	0	7	5	0.71	3	4918406	8	4	37102	7	0	3	3	90	>30
24-SA02463-0	100x	2	4954558	2477279	4867279	4783075	1	4867279	87279	2	4954558	2477279	4867279	4783075	1	4867279	87279	0	0	0	0	0	0	0	0	1182447:1291495:1296168:1184448	52.23	0	2	4954558	2477279	0	2	3	1.5	2	4867279	0	0	0	2	0	2	2	100	>30
24-SA02463-0	10x	5	4958391	991678.2	2419345	2390685.13	2	2448076	1491	5	4958391	991678.2	2419345	2390685.13	2	2448076	1491	0	0	0	0	0	0	0	0	1179652:1267222:1320209:1191308	52.18	0	5	4958391	991678.2	0	5	1	0.2	1	87400	8	4	4870991	5	0	1	1	10	10
24-SA02463-0	150x	2	4954556	2477278	4867277	4783073	1	4867277	87279	2	4954556	2477278	4867277	4783073	1	4867277	87279	0	0	0	0	0	0	0	0	1181494:1293862:1293800:1185400	52.23	0	2	4954556	2477278	0	2	3	1.5	2	4867277	0	0	0	2	0	2	2	150	>30
24-SA02463-0	200x	2	4954558	2477279	4867279	4783075	1	4867279	87279	2	4954558	2477279	4867279	4783075	1	4867279	87279	0	0	0	0	0	0	0	0	1182447:1291494:1296169:1184448	52.23	0	2	4954558	2477279	0	2	3	1.5	2	4867279	0	0	0	2	0	2	2	200	>30
24-SA02463-0	20x	2	4952819	2476409.5	4867283	4784701.44	1	4867283	85536	2	4952819	2476409.5	4867283	4784701.44	1	4867283	85536	0	0	0	0	0	0	0	0	1182096:1290986:1295652:1184085	52.23	0	2	4952819	2476409.5	0	2	3	1.5	2	4867283	0	0	0	2	0	2	2	20	20
24-SA02463-0	30x	2	4954161	2477080.5	4867280	4783446.26	1	4867280	86881	2	4954161	2477080.5	4867280	4783446.26	1	4867280	86881	0	0	0	0	0	0	0	0	1185274:1293732:1293770:1181385	52.23	0	2	4954161	2477080.5	0	2	3	1.5	2	4867280	0	0	0	2	0	2	2	30	30
24-SA02463-0	40x	2	4954558	2477279	4867279	4783075	1	4867279	87279	2	4954558	2477279	4867279	4783075	1	4867279	87279	0	0	0	0	0	0	0	0	1184450:1296166:1291493:1182449	52.23	0	2	4954558	2477279	0	2	3	1.5	2	4867279	0	0	0	2	0	2	2	40	>30
24-SA02463-0	50x	2	4954558	2477279	4867279	4783075	1	4867279	87279	2	4954558	2477279	4867279	4783075	1	4867279	87279	0	0	0	0	0	0	0	0	1184448:1296168:1291495:1182447	52.23	0	2	4954558	2477279	0	2	3	1.5	2	4867279	0	0	0	2	0	2	2	50	>30
24-SA02463-0	60x	2	4954341	2477170.5	4867062	4782858.13	1	4867062	87279	2	4954341	2477170.5	4867062	4782858.13	1	4867062	87279	0	0	0	0	0	0	0	0	1184723:1295943:1291210:1182465	52.22	0	2	4954341	2477170.5	0	2	3	1.5	2	4867062	0	0	0	2	0	2	2	60	>30
24-SA02463-0	70x	2	4954557	2477278.5	4867278	4783074	1	4867278	87279	2	4954557	2477278.5	4867278	4783074	1	4867278	87279	0	0	0	0	0	0	0	0	1184448:1296168:1291495:1182446	52.23	0	2	4954557	2477278.5	0	2	3	1.5	2	4867278	0	0	0	2	0	2	2	70	>30
24-SA02463-0	80x	2	4954558	2477279	4867279	4783075	1	4867279	87279	2	4954558	2477279	4867279	4783075	1	4867279	87279	0	0	0	0	0	0	0	0	1181493:1293864:1293801:1185400	52.23	0	2	4954558	2477279	0	2	3	1.5	2	4867279	0	0	0	2	0	2	2	80	>30
24-SA02463-0	90x	2	4954557	2477278.5	4867278	4783074	1	4867278	87279	2	4954557	2477278.5	4867278	4783074	1	4867278	87279	0	0	0	0	0	0	0	0	1182444:1291494:1296171:1184448	52.23	0	2	4954557	2477278.5	0	2	3	1.5	2	4867278	0	0	0	2	0	2	2	90	>30
24-SA02466-0	100x	4	5001984	1250496	4719680	4468824.61	1	4719680	1862	4	5001984	1250496	4719680	4468824.61	1	4719680	1862	0	0	0	0	0	0	0	0	1194820:1305268:1304505:1197391	52.17	0	4	5001984	1250496	0	4	3	0.75	2	4719680	4	2	3731	4	0	2	2	100	>30
24-SA02466-0	10x	7	5002707	714672.43	3526078	2677889.97	1	3526078	1865	7	5002707	714672.43	3526078	2677889.97	1	3526078	1865	0	0	0	0	0	0	0	0	1197937:1327068:1283165:1194537	52.18	0	7	5002707	714672.43	0	7	1	0.14	1	278631	12	6	4724076	7	0	1	1	10	10
24-SA02466-0	150x	2	4998254	2499127	4719681	4472160.01	1	4719681	278573	2	4998254	2499127	4719681	4472160.01	1	4719681	278573	0	0	0	0	0	0	0	0	1196408:1303624:1304384:1193838	52.18	0	2	4998254	2499127	0	2	3	1.5	2	4719681	0	0	0	2	0	2	2	150	>30
24-SA02466-0	200x	2	4998252	2499126	4719679	4472158.02	1	4719679	278573	2	4998252	2499126	4719679	4472158.02	1	4719679	278573	0	0	0	0	0	0	0	0	1193837:1304384:1303624:1196407	52.18	0	2	4998252	2499126	0	2	3	1.5	2	4719679	0	0	0	2	0	2	2	200	>30
24-SA02466-0	20x	4	5001980	1250495	4719688	4468843.93	1	4719688	1848	4	5001980	1250495	4719688	4468843.93	1	4719688	1848	0	0	0	0	0	0	0	0	1194760:1305268:1304455:1197497	52.17	0	4	5001980	1250495	0	4	3	0.75	2	4719688	4	2	3713	4	0	2	2	20	20
24-SA02466-0	30x	2	4998355	2499177.5	4719778	4472253.27	1	4719778	278577	2	4998355	2499177.5	4719778	4472253.27	1	4719778	278577	0	0	0	0	0	0	0	0	1196412:1303641:1304428:1193874	52.18	0	2	4998355	2499177.5	0	2	3	1.5	2	4719778	0	0	0	2	0	2	2	30	30
24-SA02466-0	40x	4	5001137	1250284.25	4719696	4469516.1	1	4719696	1862	4	5001137	1250284.25	4719696	4469516.1	1	4719696	1862	0	0	0	0	0	0	0	0	1194809:1306238:1302811:1197279	52.17	0	4	5001137	1250284.25	0	4	3	0.75	2	4719696	4	2	3727	4	0	2	2	40	>30
24-SA02466-0	50x	3	4998266	1666088.67	2688491	2287066.12	1	2688491	278574	5	4998266	999653.2	2688491	2266499.14	1	2688491	12773	0	0	0	0	0	0	0	0	1193822:1304371:1303625:1196448	52.18	0	4	4985493	1246373.25	0	3	5	1.25	2	4706919	0	0	0	2	2	1	1	50	>30
24-SA02466-0	60x	3	4998249	1666083	2688504	2287062.8	1	2688504	278575	5	4998249	999649.8	2688504	2266519.99	1	2688504	12758	0	0	0	0	0	0	0	0	1203939:1340109:1267879:1186322	52.18	0	4	4985491	1246372.75	0	3	5	1.25	2	4706916	0	0	0	2	2	1	1	60	>30
24-SA02466-0	70x	4	5001985	1250496.25	4719680	4468823.82	1	4719680	1862	4	5001985	1250496.25	4719680	4468823.82	1	4719680	1862	0	0	0	0	0	0	0	0	1194622:1306604:1303171:1197588	52.17	0	4	5001985	1250496.25	0	4	3	0.75	2	4719680	4	2	3731	4	0	2	2	70	>30
24-SA02466-0	80x	4	5001992	1250498	4719681	4468819.46	1	4719681	1860	4	5001992	1250498	4719681	4468819.46	1	4719681	1860	0	0	0	0	0	0	0	0	1194664:1306590:1303144:1197594	52.17	0	4	5001992	1250498	0	4	3	0.75	2	4719681	4	2	3737	4	0	2	2	80	>30
24-SA02466-0	90x	2	4998252	2499126	4719679	4472158.02	1	4719679	278573	2	4998252	2499126	4719679	4472158.02	1	4719679	278573	0	0	0	0	0	0	0	0	1193852:1304393:1303614:1196393	52.18	0	2	4998252	2499126	0	2	3	1.5	2	4719679	0	0	0	2	0	2	2	90	>30
24-SA02467-0	100x	11	4868180	442561.82	4730923	4599620.82	1	4730923	955	11	4868180	442561.82	4730923	4599620.82	1	4730923	955	0	0	0	0	0	0	0	0	1161876:1265453:1274161:1166690	52.17	0	11	4868180	442561.82	0	11	8	0.73	6	4730923	10	5	15285	11	0	6	6	100	>30
24-SA02467-0	10x	13	4850288	373099.08	1561076	1381039.16	2	1924218	1381	13	4850288	373099.08	1561076	1381039.16	2	1924218	1381	0	0	0	0	0	0	0	0	1161044:1252029:1277258:1159957	52.15	0	13	4850288	373099.08	0	13	8	0.62	6	2559034	13	5	2167587	11	0	5	5	10	10
24-SA02467-0	150x	12	4873997	406166.42	4730923	4594189.76	1	4730923	504	12	4873997	406166.42	4730923	4594189.76	1	4730923	504	0	0	0	0	0	0	0	0	1164703:1268801:1273471:1167022	52.16	0	12	4873997	406166.42	0	12	16	1.33	6	4730923	4	2	5398	8	0	5	5	150	>30
24-SA02467-0	20x	8	4855231	606903.88	4730930	4611888.84	1	4730930	956	8	4855231	606903.88	4730930	4611888.84	1	4730930	956	0	0	0	0	0	0	0	0	1161978:1269289:1263881:1160083	52.17	0	8	4855231	606903.88	0	8	9	1.12	6	4730930	4	2	2387	8	0	6	6	20	20
24-SA02467-0	30x	6	4862366	810394.33	4730923	4605163.04	1	4730923	4682	6	4862366	810394.33	4730923	4605163.04	1	4730923	4682	0	0	0	0	0	0	0	0	1163875:1271124:1265417:1161950	52.17	0	6	4862366	810394.33	0	6	7	1.17	6	4730923	0	0	0	6	0	6	6	30	30
24-SA02467-0	40x	7	4858410	694058.57	4730923	4608886.13	1	4730923	4054	7	4858410	694058.57	4730923	4608886.13	1	4730923	4054	0	0	0	0	0	0	0	0	1162690:1269770:1265106:1160844	52.18	0	7	4858410	694058.57	0	7	8	1.14	6	4730923	2	1	4916	7	0	6	6	40	>30
24-SA02467-0	50x	9	4873781	541531.22	4730924	4594391.63	1	4730924	649	12	4873781	406148.42	4730924	4594382.46	1	4730924	649	0	0	0	0	0	0	0	0	1164544:1268337:1273752:1167148	52.16	0	12	4873781	406148.42	0	9	15	1.25	6	4730924	2	1	5917	7	3	5	5	50	>30
24-SA02467-0	60x	10	4886630	488663	4730922	4582354.8	1	4730922	2699	10	4886630	488663	4730922	4582354.8	1	4730922	2699	0	0	0	0	0	0	0	0	1171724:1278563:1269526:1166817	52.14	0	10	4886630	488663	0	10	9	0.9	6	4730922	8	4	19787	10	0	6	6	60	>30
24-SA02467-0	70x	11	4856639	441512.64	4730921	4610549.43	1	4730921	502	11	4856639	441512.64	4730921	4610549.43	1	4730921	502	0	0	0	0	0	0	0	0	1164112:1271058:1262536:1158933	52.17	0	11	4856639	441512.64	0	11	14	1.27	6	4730921	4	2	5398	8	4	6	6	70	>30
24-SA02467-0	80x	7	4863396	694770.86	4730923	4604176.76	1	4730923	3864	7	4863396	694770.86	4730923	4604176.76	1	4730923	3864	0	0	0	0	0	0	0	0	1160330:1264213:1273107:1165746	52.17	0	7	4863396	694770.86	0	7	7	1	5	4730923	4	2	14170	7	0	5	5	80	>30
24-SA02467-0	90x	11	4875838	443258	4730922	4592460.04	1	4730922	640	11	4875838	443258	4730922	4592460.04	1	4730922	640	0	0	0	0	0	0	0	0	1163558:1267328:1275967:1168985	52.16	0	11	4875838	443258	0	11	10	0.91	7	4730922	8	4	7698	11	0	7	7	90	>30
24-SA02470-0	100x	1	4685987	4685987	4685987	4685987	1	4685987	4685987	1	4685987	4685987	4685987	4685987	1	4685987	4685987	0	0	0	0	0	0	0	0	1126286:1241795:1202581:1115325	52.16	0	1	4685987	4685987	0	1	2	2	1	4685987	0	0	0	1	0	1	1	100	>30
24-SA02470-0	10x	4	4695681	1173920.25	4686423	4677189.96	1	4686423	2379	4	4695681	1173920.25	4686423	4677189.96	1	4686423	2379	0	0	0	0	0	0	0	0	1128759:1243860:1205203:1117859	52.16	0	4	4695681	1173920.25	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02470-0	150x	1	4685985	4685985	4685985	4685985	1	4685985	4685985	1	4685985	4685985	4685985	4685985	1	4685985	4685985	0	0	0	0	0	0	0	0	1115322:1202580:1241796:1126287	52.16	0	1	4685985	4685985	0	1	2	2	1	4685985	0	0	0	1	0	1	1	150	>30
24-SA02470-0	20x	1	4685992	4685992	4685992	4685992	1	4685992	4685992	1	4685992	4685992	4685992	4685992	1	4685992	4685992	0	0	0	0	0	0	0	0	1115328:1202579:1241796:1126289	52.16	0	1	4685992	4685992	0	1	2	2	1	4685992	0	0	0	1	0	1	1	20	20
24-SA02470-0	30x	1	4685990	4685990	4685990	4685990	1	4685990	4685990	1	4685990	4685990	4685990	4685990	1	4685990	4685990	0	0	0	0	0	0	0	0	1126287:1241796:1202581:1115326	52.16	0	1	4685990	4685990	0	1	2	2	1	4685990	0	0	0	1	0	1	1	30	30
24-SA02470-0	40x	1	4685988	4685988	4685988	4685988	1	4685988	4685988	1	4685988	4685988	4685988	4685988	1	4685988	4685988	0	0	0	0	0	0	0	0	1126286:1241795:1202581:1115326	52.16	0	1	4685988	4685988	0	1	2	2	1	4685988	0	0	0	1	0	1	1	40	>30
24-SA02470-0	50x	1	4685988	4685988	4685988	4685988	1	4685988	4685988	1	4685988	4685988	4685988	4685988	1	4685988	4685988	0	0	0	0	0	0	0	0	1115324:1202580:1241796:1126288	52.16	0	1	4685988	4685988	0	1	2	2	1	4685988	0	0	0	1	0	1	1	50	>30
24-SA02470-0	60x	1	4685985	4685985	4685985	4685985	1	4685985	4685985	1	4685985	4685985	4685985	4685985	1	4685985	4685985	0	0	0	0	0	0	0	0	1115325:1202580:1241794:1126286	52.16	0	1	4685985	4685985	0	1	2	2	1	4685985	0	0	0	1	0	1	1	60	>30
24-SA02470-0	70x	1	4685986	4685986	4685986	4685986	1	4685986	4685986	1	4685986	4685986	4685986	4685986	1	4685986	4685986	0	0	0	0	0	0	0	0	1126285:1241796:1202582:1115323	52.16	0	1	4685986	4685986	0	1	2	2	1	4685986	0	0	0	1	0	1	1	70	>30
24-SA02470-0	80x	1	4685985	4685985	4685985	4685985	1	4685985	4685985	1	4685985	4685985	4685985	4685985	1	4685985	4685985	0	0	0	0	0	0	0	0	1126286:1241798:1202581:1115320	52.16	0	1	4685985	4685985	0	1	2	2	1	4685985	0	0	0	1	0	1	1	80	>30
24-SA02470-0	90x	1	4685986	4685986	4685986	4685986	1	4685986	4685986	1	4685986	4685986	4685986	4685986	1	4685986	4685986	0	0	0	0	0	0	0	0	1126287:1241796:1202580:1115323	52.16	0	1	4685986	4685986	0	1	2	2	1	4685986	0	0	0	1	0	1	1	90	>30
24-SA02494-0	100x	1	4951422	4951422	4951422	4951422	1	4951422	4951422	1	4951422	4951422	4951422	4951422	1	4951422	4951422	0	0	0	0	0	0	0	0	1189458:1289884:1290332:1181748	52.11	0	1	4951422	4951422	0	1	2	2	1	4951422	0	0	0	1	0	1	1	100	>30
24-SA02494-0	10x	4	4931551	1232887.75	3803721	3034071.72	1	3803721	262226	4	4931551	1232887.75	3803721	3034071.72	1	3803721	262226	0	0	0	0	0	0	0	0	1183626:1292030:1278414:1177481	52.12	0	4	4931551	1232887.75	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02494-0	150x	1	4951423	4951423	4951423	4951423	1	4951423	4951423	1	4951423	4951423	4951423	4951423	1	4951423	4951423	0	0	0	0	0	0	0	0	1181748:1290332:1289885:1189458	52.11	0	1	4951423	4951423	0	1	2	2	1	4951423	0	0	0	1	0	1	1	150	>30
